run_name,pretrain_steps,seed,model_hidden_dim,model_heads,model_depth,episode,win_rate,draw_rate
pretrain_40_half-seed1,40,1,96,3,2,800,0.0,0.89
pretrain_40_half-seed1,40,1,96,3,2,900,0.0,0.9
pretrain_40_half-seed1,40,1,96,3,2,1000,0.0,0.92
pretrain_40_half-seed1,40,1,96,3,2,1100,0.0,0.965
pretrain_40_half-seed1,40,1,96,3,2,1200,0.0,0.945
pretrain_40_half-seed1,40,1,96,3,2,1300,0.0,0.955
pretrain_40_half-seed1,40,1,96,3,2,1400,0.0,0.95
pretrain_40_half-seed1,40,1,96,3,2,1500,0.0,0.945
pretrain_40_half-seed1,40,1,96,3,2,1600,0.0,0.95
pretrain_40_half-seed1,40,1,96,3,2,1700,0.0,0.96
pretrain_40_half-seed1,40,1,96,3,2,1800,0.0,0.97
pretrain_40_half-seed1,40,1,96,3,2,1900,0.0,0.975
pretrain_40_half-seed1,40,1,96,3,2,2000,0.0,0.96
pretrain_40_half-seed1,40,1,96,3,2,2100,0.0,0.98
pretrain_40_half-seed1,40,1,96,3,2,2200,0.0,0.97
pretrain_40_half-seed1,40,1,96,3,2,2300,0.0,0.94
pretrain_40_half-seed1,40,1,96,3,2,2400,0.0,0.995
pretrain_40_half-seed2,40,2,96,3,2,0,0.0,0.135
pretrain_40_half-seed2,40,2,96,3,2,100,0.0,0.21
pretrain_40_half-seed2,40,2,96,3,2,200,0.0,0.325
pretrain_40_half-seed2,40,2,96,3,2,300,0.0,0.49
pretrain_40_half-seed2,40,2,96,3,2,400,0.0,0.615
pretrain_40_half-seed2,40,2,96,3,2,500,0.0,0.76
pretrain_40_half-seed2,40,2,96,3,2,600,0.0,0.845
pretrain_40_half-seed2,40,2,96,3,2,700,0.0,0.875
pretrain_40_half-seed2,40,2,96,3,2,800,0.0,0.9
pretrain_40_half-seed2,40,2,96,3,2,900,0.0,0.925
pretrain_40_half-seed2,40,2,96,3,2,1000,0.0,0.935
pretrain_40_half-seed2,40,2,96,3,2,1100,0.0,0.935
pretrain_40_half-seed2,40,2,96,3,2,1200,0.0,0.935
pretrain_40_half-seed2,40,2,96,3,2,1300,0.0,0.945
pretrain_40_half-seed2,40,2,96,3,2,1400,0.0,0.955
pretrain_40_half-seed2,40,2,96,3,2,1500,0.0,0.98
