run_name,pretrain_steps,seed,model_hidden_dim,model_heads,model_depth,episode,win_rate,draw_rate
pretrain_100_double-seed0,100,0,192,6,2,100,0.0,0.975
pretrain_100_double-seed0,100,0,192,6,2,200,0.0,0.12
pretrain_100_double-seed0,100,0,192,6,2,300,0.0,0.65
pretrain_100_double-seed0,100,0,192,6,2,400,0.0,0.975
pretrain_100_double-seed0,100,0,192,6,2,500,0.0,0.98
pretrain_100_double-seed0,100,0,192,6,2,600,0.0,1.0
pretrain_100_double-seed1,100,1,192,6,2,0,0.0,0.93
pretrain_100_double-seed1,100,1,192,6,2,100,0.0,0.96
pretrain_100_double-seed1,100,1,192,6,2,200,0.0,0.99
pretrain_100_double-seed2,100,2,192,6,2,0,0.0,0.97
pretrain_100_double-seed2,100,2,192,6,2,100,0.0,0.53
pretrain_100_double-seed2,100,2,192,6,2,200,0.0,0.855
pretrain_100_double-seed2,100,2,192,6,2,300,0.0,0.985
pretrain_100_double-seed2,100,2,192,6,2,400,0.0,0.99
pretrain_100_double-seed3,100,3,192,6,2,0,0.0,0.945
pretrain_100_double-seed3,100,3,192,6,2,100,0.0,0.385
pretrain_100_double-seed3,100,3,192,6,2,200,0.0,0.945
pretrain_100_double-seed3,100,3,192,6,2,300,0.0,0.96
pretrain_100_double-seed3,100,3,192,6,2,400,0.0,0.94
pretrain_100_double-seed3,100,3,192,6,2,500,0.0,0.99
pretrain_100_double-seed4,100,4,192,6,2,0,0.0,0.96
pretrain_100_double-seed4,100,4,192,6,2,100,0.0,0.97
pretrain_100_double-seed4,100,4,192,6,2,200,0.0,1.0
